Date,1 MO,2 MO,3 MO,6 MO,12 MO,24 MO,36 MO,48 MO,60 MO,72 MO,84 MO,96 MO,108 MO,120 MO,240 MO,360 MO
3/31/2023,4.24,4.39,4.8,4.9,4.2418,3.7933,3.5796,3.4714,3.4163,3.3915,3.3858,3.3927,3.4082,3.4295,3.6992,3.8751
2/28/2023,4.65,4.81,4.88,5.17,5.1137,4.7729,4.4427,4.2428,4.1261,4.0564,4.0139,3.988,3.9728,3.9645,3.9982,4.0389
1/31/2023,4.58,4.64,4.7,4.8,4.6559,4.2041,3.904,3.7098,3.5895,3.5206,3.4871,3.4778,3.4845,3.5016,3.7308,3.7257
12/31/2022,4.12,4.41,4.42,4.76,4.7029,4.4321,4.2295,4.0825,3.9802,3.9137,3.8754,3.8589,3.8588,3.8708,4.1128,4.0305
11/30/2022,4.07,4.25,4.37,4.7,4.6594,4.3488,4.1147,3.9431,3.8221,3.7418,3.6937,3.6709,3.6674,3.6784,3.9726,3.9596
10/31/2022,3.73,4,4.22,4.57,4.621,4.5303,4.4006,4.3052,4.2426,4.2047,4.1846,4.1773,4.1793,4.1877,4.3651,4.4954
9/30/2022,2.79,3.2,3.33,3.92,4.2148,4.2861,4.2307,4.1396,4.0521,3.9823,3.9327,3.9011,3.8836,3.8767,3.9622,4.0264
8/31/2022,2.4,2.72,2.96,3.32,3.3947,3.4615,3.4367,3.3778,3.3149,3.262,3.2242,3.2022,3.1942,3.1975,3.43,3.6007
7/31/2022,2.22,2.28,2.41,2.91,2.9445,2.9042,2.8356,2.7674,2.7134,2.6785,2.6629,2.6645,2.6802,2.7069,3.1207,3.3915
6/30/2022,1.28,1.68,1.72,2.51,2.8657,2.9803,2.9872,2.9881,2.9956,3.0099,3.0291,3.0512,3.0747,3.0985,3.2756,3.3571
5/31/2022,0.73,0.89,1.16,1.64,2.067,2.5223,2.7241,2.8048,2.834,2.8463,2.8575,2.8736,2.8957,2.9229,3.2216,3.38
4/30/2022,0.37,0.73,0.85,1.41,2.1414,2.7184,2.8933,2.9324,2.9325,2.9268,2.925,2.9285,2.9365,2.9477,3.0766,3.1479
3/31/2022,0.17,0.35,0.52,1.06,1.7244,2.3166,2.4844,2.4899,2.4479,2.4043,2.374,2.3591,2.3569,2.364,2.5231,2.6088
2/28/2022,0.06,0.2,0.35,0.69,1.0733,1.4607,1.6326,1.7073,1.744,1.7701,1.7969,1.8281,1.8634,1.9016,2.229,2.3832
1/31/2022,0.03,0.13,0.22,0.49,0.8,1.1794,1.4037,1.5417,1.6325,1.6979,1.7499,1.7946,1.8351,1.8728,2.1381,2.2608
12/31/2021,0.06,0.05,0.06,0.19,0.4226,0.7551,0.986,1.1499,1.2699,1.3612,1.4335,1.4934,1.545,1.5907,1.9016,2.065
11/30/2021,0.11,0.05,0.05,0.1,0.2359,0.5475,0.8247,1.0226,1.1613,1.2628,1.3412,1.405,1.4592,1.5065,1.7979,1.9346
10/31/2021,0.06,0.08,0.05,0.07,0.1812,0.487,0.7801,1.0128,1.1892,1.3231,1.4268,1.5094,1.5771,1.6339,1.94,2.0685
9/30/2021,0.07,0.05,0.04,0.05,0.1052,0.29,0.5466,0.7907,0.9984,1.1684,1.3063,1.419,1.5123,1.591,2.0266,2.235
8/31/2021,0.03,0.05,0.04,0.06,0.0897,0.221,0.4161,0.6123,0.7884,0.9402,1.0698,1.1806,1.2764,1.3601,1.8565,2.0843
7/31/2021,0.05,0.05,0.06,0.05,0.084,0.1934,0.3631,0.5424,0.7109,0.862,0.9951,1.1117,1.2142,1.3047,1.8374,2.0689
6/30/2021,0.05,0.05,0.05,0.06,0.1013,0.2557,0.4694,0.6865,0.8848,1.0577,1.2056,1.3313,1.4385,1.5303,2.0249,2.2317
5/31/2021,0.01,0.01,0.01,0.03,0.0678,0.1419,0.3314,0.5653,0.8046,1.0293,1.2304,1.4053,1.5545,1.6805,2.2329,2.431
4/30/2021,0.01,0.02,0.01,0.03,0.0742,0.1684,0.3779,0.6275,0.8768,1.106,1.3072,1.4786,1.6219,1.7404,2.2388,2.4882
3/31/2021,0.01,0.01,0.03,0.05,0.0747,0.1683,0.3967,0.6694,0.9395,1.1854,1.3988,1.579,1.7284,1.851,2.3577,2.5936
2/28/2021,0.04,0.04,0.04,0.05,0.0956,0.1654,0.3433,0.5569,0.7704,0.9677,1.1429,1.2956,1.4273,1.5406,2.1193,2.3332
1/31/2021,0.07,0.07,0.06,0.07,0.0998,0.1132,0.2025,0.3317,0.4779,0.6268,0.7701,0.9034,1.0246,1.1332,1.7319,2.0213
12/31/2020,0.08,0.08,0.09,0.09,0.1172,0.1156,0.178,0.2756,0.39,0.5093,0.6265,0.7373,0.8398,0.9331,1.4903,1.7908
11/30/2020,0.08,0.08,0.08,0.09,0.1269,0.1417,0.205,0.2936,0.3931,0.4948,0.5939,0.6876,0.7749,0.8555,1.3978,1.7293
10/31/2020,0.08,0.09,0.09,0.11,0.1441,0.1517,0.2153,0.3077,0.4124,0.5195,0.6236,0.722,0.8135,0.8979,1.4667,1.8147
9/30/2020,0.08,0.08,0.1,0.11,0.134599999,0.130700007,0.166500002,0.225500003,0.297300011,0.37529999,0.455500007,0.535399973,0.613600016,0.689300001,1.281299949,1.640499949
8/31/2020,0.08,0.1,0.11,0.13,0.148399994,0.135000005,0.168599993,0.230199993,0.307399988,0.39230001,0.479699999,0.566500008,0.651000023,0.731999993,1.332000017,1.669399977
7/31/2020,0.09,0.09,0.09,0.1,0.136800006,0.113200001,0.136500001,0.184100002,0.243100002,0.306300014,0.370099992,0.432700008,0.493299991,0.551699996,1.036499977,1.383299947
6/30/2020,0.13,0.14,0.16,0.18,0.177499995,0.159299999,0.191599995,0.249500006,0.319299996,0.393400013,0.468199998,0.541700006,0.613099992,0.682200015,1.251600027,1.633100033
5/31/2020,0.13,0.14,0.14,0.18,0.190200001,0.174199998,0.2095,0.268000007,0.336100012,0.407099992,0.478300005,0.548500001,0.617200017,0.684199989,1.255900025,1.635499954
4/30/2020,0.1,0.1,0.09,0.11,0.180899993,0.215900004,0.271200001,0.333999991,0.398299992,0.461600006,0.523100019,0.582599998,0.640200019,0.696099997,1.166800022,1.477699995
3/31/2020,0.05,0.12,0.11,0.15,0.256300002,0.276800007,0.323000014,0.38319999,0.450199991,0.519699991,0.589100003,0.657100022,0.722800016,0.78579998,1.270499945,1.558200002
2/29/2020,1.45,1.37,1.27,1.11,1.056900024,0.882300019,0.854700029,0.879800022,0.921400011,0.967199981,1.013299942,1.058899999,1.104099989,1.149000049,1.557600021,1.832900047
1/31/2020,1.56,1.57,1.55,1.54,1.477599978,1.341599941,1.298900008,1.301300049,1.325500011,1.360100031,1.39989996,1.442000031,1.485299945,1.528800011,1.915899992,2.164999962
12/31/2019,1.48,1.51,1.55,1.6,1.623100042,1.594099998,1.61590004,1.659100056,1.710100055,1.763000011,1.815199971,1.865800023,1.914499998,1.961099982,2.322400093,2.529200077
11/30/2019,1.62,1.6,1.59,1.63,1.675999999,1.641600013,1.629099965,1.63259995,1.648000002,1.671800017,1.701599956,1.735299945,1.771499991,1.809000015,2.141900063,2.312700033
10/31/2019,1.59,1.59,1.54,1.57,1.591899991,1.542099953,1.519899964,1.51820004,1.531299949,1.555099964,1.586400032,1.622900009,1.662700057,1.70449996,2.089600086,2.307399988
9/30/2019,1.91,1.87,1.88,1.83,1.804700017,1.656000018,1.586699963,1.562600017,1.564200044,1.580000043,1.603700042,1.631800056,1.662199974,1.693899989,2.011100054,2.268100023
8/31/2019,2.1,2.04,1.99,1.89,1.7539,1.5276,1.4335,1.4024,1.4016,1.4156,1.4372,1.4632,1.4918,1.5224,1.8488,2.1021
7/31/2019,2.01,2.07,2.08,2.1,2.0346,1.8938,1.8397,1.8315,1.847,1.8746,1.9082,1.9446,1.9824,2.0209,2.399,2.7036
6/30/2019,2.18,2.15,2.12,2.09,1.9339,1.7629,1.7164,1.73,1.7702,1.8204,1.8727,1.9237,1.9725,2.0187,2.404,2.7045
5/31/2019,2.35,2.38,2.35,2.35,2.1836,1.9556,1.894,1.9052,1.9447,1.9921,2.0391,2.0827,2.1227,2.1594,2.4639,2.727
4/30/2019,2.43,2.44,2.43,2.46,2.3552,2.2562,2.232,2.2493,2.2878,2.3355,2.3856,2.4343,2.4801,2.5223,2.822,3.0863
3/31/2019,2.43,2.44,2.4,2.44,2.3719,2.2679,2.226,2.2219,2.2398,2.2695,2.3048,2.3419,2.3788,2.4143,2.6939,2.9538
2/28/2019,2.44,2.47,2.45,2.5,2.53,2.5049,2.5041,2.5197,2.5459,2.5785,2.6147,2.6524,2.6902,2.7271,3.0125,3.22
1/31/2019,2.42,2.43,2.41,2.46,2.5096,2.4451,2.4203,2.4219,2.4409,2.4703,2.5057,2.5439,2.5826,2.6206,2.9052,3.1287
12/31/2018,2.44,2.45,2.45,2.56,2.5743,2.4859,2.4624,2.4752,2.5065,2.5459,2.5873,2.6275,2.6649,2.6991,2.9318,3.1428
11/30/2018,2.31,2.33,2.37,2.52,2.7022,2.7935,2.8218,2.8347,2.8502,2.8729,2.9022,2.9358,2.9714,3.0071,3.2526,3.3529
10/31/2018,2.2,2.26,2.34,2.49,2.6941,2.8607,2.9158,2.9502,2.9833,3.0178,3.0532,3.0881,3.1216,3.153,3.3508,3.4309
9/30/2018,2.12,,2.19,2.36,2.6207,2.801,2.8666,2.904,2.9334,2.9597,2.9841,3.0067,3.0274,3.0463,3.1576,3.201
8/31/2018,1.95,,2.11,2.28,2.4548,2.6198,2.6817,2.7161,2.7431,2.7678,2.7914,2.8141,2.8355,2.8556,2.9831,3.036
7/31/2018,1.94,,2.03,2.21,2.4398,2.6634,2.7537,2.8014,2.8357,2.865,2.8914,2.915,2.936,2.9544,3.0502,3.0839
6/30/2018,1.77,,1.93,2.11,2.3344,2.5207,2.6134,2.6798,2.7312,2.7714,2.8031,2.8283,2.8486,2.8651,2.941,2.9664
5/31/2018,1.76,,1.93,2.08,2.2432,2.4134,2.5348,2.6219,2.6851,2.7315,2.7662,2.7927,2.8136,2.8305,2.939,3.0396
4/30/2018,1.65,,1.87,2.04,2.2545,2.4854,2.6337,2.7312,2.7972,2.8434,2.8771,2.9027,2.923,2.9399,3.0517,3.1348
3/31/2018,1.63,,1.73,1.93,2.102,2.2717,2.3985,2.4934,2.5649,2.6192,2.661,2.6938,2.7201,2.7419,2.893,3.0525
2/28/2018,1.5,,1.65,1.86,2.0493,2.2631,2.4284,2.5559,2.6541,2.7297,2.7881,2.8336,2.8694,2.898,3.0579,3.2244
1/31/2018,1.43,,1.46,1.66,1.9119,2.1441,2.3127,2.4354,2.525,2.5909,2.6398,2.6766,2.705,2.7275,2.8675,3.021
12/31/2017,1.28,,1.39,1.53,1.7573,1.8852,2.0033,2.1056,2.1912,2.2613,2.318,2.3638,2.4012,2.432,2.6371,2.8733
11/30/2017,1.14,,1.27,1.44,1.6313,1.7902,1.9286,2.0468,2.1465,2.23,2.3,2.3589,2.4088,2.4518,2.7324,2.9822
10/31/2017,0.99,,1.15,1.28,1.4416,1.5965,1.7537,1.897,2.0211,2.1259,2.2133,2.2864,2.3481,2.4009,2.7533,3.0546
9/30/2017,0.96,,1.06,1.2,1.3341,1.481,1.6455,1.8015,1.939,2.0561,2.1541,2.236,2.305,2.3638,2.7417,3.0477
8/31/2017,0.95,,1.01,1.08,1.2322,1.3228,1.4565,1.5962,1.7259,1.8401,1.9385,2.0228,2.0955,2.159,2.5903,2.9211
7/31/2017,1,,1.07,1.13,1.2383,1.3568,1.5258,1.698,1.8541,1.9887,2.1023,2.1977,2.2785,2.3477,2.7841,3.0953
6/30/2017,0.84,,1.03,1.14,1.2608,1.3946,1.5719,1.7465,1.9008,2.0303,2.1368,2.2239,2.2957,2.3557,2.7295,3.0409
5/31/2017,0.86,,0.98,1.08,1.1887,1.284,1.4557,1.6323,1.7891,1.921,2.0303,2.1216,2.1992,2.2668,2.7445,3.0968
4/30/2017,0.68,,0.8,0.99,1.1191,1.2783,1.4813,1.677,1.8474,1.9896,2.1063,2.2025,2.2829,2.3517,2.8264,3.2225
3/31/2017,0.74,,0.76,0.91,1.0551,1.2793,1.5407,1.7756,1.9676,2.119,2.2373,2.3308,2.4064,2.4697,2.9062,3.2851
2/28/2017,0.4,,0.53,0.69,0.9164,1.2367,1.5201,1.7541,1.9411,2.0886,2.205,2.2979,2.3736,2.437,2.8557,3.2119
1/31/2017,0.5,,0.52,0.64,0.8732,1.1985,1.4965,1.7504,1.9586,2.1262,2.2601,2.3674,2.4543,2.5258,2.946,3.2942
12/31/2016,0.44,,0.51,0.62,0.8977,1.2018,1.5014,1.7631,1.9786,2.1507,2.2864,2.3932,2.478,2.5466,2.9504,3.3284
11/30/2016,0.38,,0.48,0.62,0.8564,1.1428,1.434,1.6911,1.9036,2.0738,2.2084,2.3147,2.3997,2.4691,2.8913,3.2769
10/31/2016,0.2,,0.34,0.51,0.706,0.8705,1.0455,1.2132,1.3657,1.5009,1.6191,1.7224,1.8128,1.8928,2.4254,2.813
9/30/2016,0.2,,0.29,0.45,0.658,0.7825,0.9247,1.0646,1.1934,1.3084,1.4099,1.4992,1.5785,1.6495,2.1564,2.5315
8/31/2016,0.26,,0.33,0.47,0.6638,0.8135,0.9682,1.1106,1.2348,1.3403,1.4292,1.5043,1.5687,1.625,2.0469,2.4434
7/31/2016,0.19,,0.28,0.38,0.5699,0.6636,0.791,0.9258,1.0543,1.1703,1.2717,1.359,1.4339,1.4984,1.9417,2.4473
6/30/2016,0.2,,0.26,0.36,0.4975,0.5951,0.738,0.8913,1.0372,1.1681,1.2819,1.3793,1.4626,1.5344,2.0359,2.5821
5/31/2016,0.27,,0.34,0.49,0.7182,0.8824,1.0672,1.2454,1.4053,1.5433,1.6601,1.7584,1.8414,1.9125,2.405,2.9116
4/30/2016,0.16,,0.22,0.4,0.5868,0.765,0.9579,1.1446,1.315,1.4658,1.5969,1.7102,1.808,1.8931,2.4483,2.929
3/31/2016,0.18,,0.21,0.39,0.5983,0.7329,0.9011,1.0773,1.2469,1.4026,1.5413,1.6625,1.7676,1.8582,2.3952,2.9081
2/29/2016,0.23,,0.33,0.49,0.6632,0.7899,0.947,1.111,1.2685,1.413,1.542,1.6554,1.7544,1.8408,2.383,2.8766
1/31/2016,0.22,,0.33,0.43,0.6346,0.8053,0.9984,1.1923,1.3751,1.541,1.6878,1.8159,1.9266,2.0221,2.5663,3.0213
12/31/2015,0.14,,0.16,0.49,0.7898,1.0755,1.3501,1.5921,1.7961,1.9638,2.1003,2.2112,2.302,2.3775,2.8425,3.2656
11/30/2015,0.11,,0.22,0.42,0.6787,0.9629,1.2408,1.4884,1.6988,1.8734,2.0168,2.1347,2.2324,2.3147,2.8233,3.2418
10/31/2015,0.01,,0.08,0.23,0.4605,0.7625,1.0687,1.3427,1.5743,1.7649,1.9203,2.0473,2.1521,2.2401,2.7727,3.1678
9/30/2015,0,,0,0.08,0.3534,0.6531,0.9378,1.1944,1.4187,1.6115,1.7756,1.9152,2.0341,2.1362,2.7384,3.1618
8/31/2015,0,,0.08,0.27,0.4407,0.7697,1.0907,1.3733,1.6109,1.8068,1.9676,2.1003,2.211,2.3048,2.8528,3.182
7/31/2015,0.04,,0.08,0.14,0.3515,0.6787,1.0218,1.328,1.5827,1.7877,1.9506,2.0801,2.1844,2.2699,2.7823,3.2111
6/30/2015,0.02,,0.01,0.11,0.3184,0.6519,1.0306,1.3759,1.6653,1.8993,2.0862,2.2358,2.3571,2.4572,3.0222,3.4006
5/31/2015,0.01,,0.01,0.06,0.2957,0.6313,0.9746,1.2747,1.5224,1.7233,1.8867,2.0215,2.1348,2.2319,2.816,3.1272
4/30/2015,0,,0.01,0.06,0.2751,0.6061,0.9406,1.2309,1.4692,1.6614,1.8169,1.9444,2.0507,2.1413,2.669,2.9401
3/31/2015,0.05,,0.03,0.14,0.293,0.5825,0.906,1.1869,1.4128,1.5909,1.7322,1.8462,1.9404,2.02,2.4745,2.6963
2/28/2015,0.02,,0.02,0.07,0.2718,0.6618,1.0344,1.3261,1.5442,1.7086,1.8361,1.9385,2.0236,2.0964,2.5285,2.7363
1/31/2015,0.01,,0.02,0.07,0.2,0.4887,0.7884,1.0312,1.2219,1.3745,1.5,1.6057,1.6961,1.7743,2.1948,2.3518
12/31/2014,0.03,,0.04,0.12,0.294,0.7064,1.1185,1.4471,1.6912,1.8696,2.0014,2.1012,2.1795,2.2432,2.6268,2.8994
11/30/2014,0.04,,0.02,0.07,0.1585,0.4952,0.911,1.2649,1.5416,1.7557,1.9245,2.0611,2.1748,2.2717,2.8169,3.0525
10/31/2014,0.01,,0.01,0.05,0.1525,0.5385,0.9872,1.3707,1.6728,1.9069,2.0903,2.237,2.3573,2.4582,3.0015,3.2327
9/30/2014,0.02,,0.02,0.03,0.1482,0.617,1.1203,1.5246,1.8308,2.0638,2.2458,2.3922,2.5131,2.6152,3.1534,3.3609
8/31/2014,0.02,,0.03,0.05,0.1197,0.5268,0.9926,1.3768,1.672,1.8986,2.0766,2.2208,2.3409,2.4433,3.0138,3.2527
7/31/2014,0.01,,0.03,0.05,0.1253,0.5487,1.0534,1.4776,1.8078,2.0634,2.2649,2.4277,2.5623,2.6758,3.2671,3.4907
6/30/2014,0.02,,0.04,0.07,0.1279,0.4543,0.8938,1.3028,1.6474,1.929,2.1584,2.3467,2.5031,2.6346,3.2934,3.5294
5/31/2014,0.05,,0.04,0.06,0.0994,0.3852,0.8072,1.2152,1.5659,1.8554,2.0922,2.2865,2.4477,2.583,3.2683,3.523
4/30/2014,0.02,,0.03,0.05,0.1019,0.4245,0.8904,1.3378,1.7197,2.0318,2.2836,2.4869,2.6525,2.789,3.4325,3.6533
3/31/2014,0.03,,0.05,0.07,0.1215,0.4393,0.9157,1.3738,1.764,2.0826,2.3399,2.5483,2.7188,2.86,3.5382,3.7745
2/28/2014,0.04,,0.05,0.08,0.122,0.3393,0.7286,1.1484,1.5398,1.8826,2.1744,2.4197,2.625,2.797,3.5916,3.804
1/31/2014,0.03,,0.02,0.06,0.1312,0.3475,0.7256,1.1386,1.5297,1.8773,2.1764,2.4299,2.6431,2.8219,3.6223,3.805
12/31/2013,0.01,,0.07,0.1,0.1511,0.3953,0.8306,1.3095,1.7627,2.1628,2.5029,2.7859,3.0189,3.2097,3.9936,4.1916
11/30/2013,0.05,,0.06,0.11,0.148,0.2899,0.6064,0.9963,1.3998,1.784,2.1323,2.4385,2.702,2.9255,3.8628,4.0471
10/31/2013,0.03,,0.04,0.08,0.1388,0.3178,0.6224,0.977,1.3373,1.6787,1.9889,2.2636,2.5023,2.7075,3.644,3.8813
9/30/2013,0.03,,0.02,0.04,0.1231,0.3385,0.6743,1.0492,1.4196,1.7636,2.0722,2.3432,2.5781,2.78,3.7232,3.9475
8/31/2013,0.02,,0.03,0.05,0.155,0.4277,0.8292,1.2502,1.6428,1.9898,2.2881,2.5411,2.7545,2.934,3.7347,3.8857
7/31/2013,0.03,,0.04,0.08,0.1372,0.3253,0.6514,1.0228,1.3913,1.7338,2.0409,2.3106,2.5445,2.7457,3.6668,3.796
6/30/2013,0.02,,0.04,0.1,0.1925,0.3866,0.7144,1.071,1.4126,1.7231,1.9989,2.2414,2.4536,2.639,3.5539,3.6371
5/31/2013,0.03,,0.04,0.07,0.1652,0.3179,0.5347,0.7865,1.0529,1.3195,1.577,1.8192,2.0427,2.2458,3.3035,3.4742
4/30/2013,0.03,,0.05,0.09,0.1514,0.2005,0.3215,0.4902,0.688,0.901,1.1187,1.3337,1.5405,1.7356,2.8758,3.0281
3/31/2013,0.04,,0.07,0.11,0.177,0.2398,0.3785,0.5669,0.785,1.0179,1.2546,1.487,1.7097,1.919,3.1219,3.2715
2/28/2013,0.07,,0.11,0.13,0.1854,0.2325,0.3689,0.5622,0.7886,1.0305,1.2753,1.5141,1.741,1.9523,3.1117,3.24
1/31/2013,0.04,,0.07,0.12,0.1766,0.2619,0.4311,0.6507,0.8965,1.1513,1.4032,1.6442,1.8695,2.076,3.1581,3.2894
